GENE_ID	GENE_ID_noversion	logFC.as.vector.pheno.sample.class.Intermediate.Normal	logFC.as.vector.pheno.sample.class.Poor	logCPM	F	pvalue	padj	evalue	rank	Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	Gene % GC content	Source (gene)	HGNC symbol	HGNC ID
ENSG00000132854.18	ENSG00000132854	0.068619756	2.668485398	-2.472509704	31.28597757	9.26E-12	1.98E-09	5.26E-07	266	ENSG00000132854	KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]	1	62236165	62319434	-1	protein_coding	46.96	ensembl_havana	KANK4	HGNC:27263
ENSG00000257184.3	ENSG00000257184	6.071969145	5.408906997	4.137301926	31.23922181	9.56E-12	2.03E-09	5.42E-07	267	ENSG00000257184	HOXA10-HOXA9 readthrough	7	27163535	27180013	-1	protein_coding	55.21	havana		
ENSG00000232192.1	ENSG00000232192	-3.097120066	-2.136606163	-1.273765396	31.20991514	9.75E-12	2.06E-09	5.53E-07	268	ENSG00000232192	KIF26B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41098]	1	245206444	245234501	-1	antisense	46.37	havana	KIF26B-AS1	HGNC:41098
ENSG00000119919.10	ENSG00000119919	7.866676057	6.454224257	2.514225751	31.08017272	1.06E-11	2.24E-09	6.03E-07	269	ENSG00000119919	NK2 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:7836]	10	99532942	99536524	1	protein_coding	59.39	ensembl_havana	NKX2-3	HGNC:7836
ENSG00000170962.12	ENSG00000170962	3.206941327	2.081001876	2.760720683	31.03287391	1.1E-11	2.31E-09	6.23E-07	270	ENSG00000170962	platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]	11	103907189	104164379	-1	protein_coding	37.11	ensembl_havana	PDGFD	HGNC:30620
ENSG00000182732.16	ENSG00000182732	1.097979029	3.554444117	-0.40871158	31.00022478	1.12E-11	2.35E-09	6.36E-07	271	ENSG00000182732	regulator of G protein signaling 6 [Source:HGNC Symbol;Acc:HGNC:10002]	14	71932429	72566530	1	protein_coding	41.91	ensembl_havana	RGS6	HGNC:10002
ENSG00000133195.11	ENSG00000133195	-1.074354449	-1.492605383	5.480291694	30.98975584	1.13E-11	2.36E-09	6.41E-07	272	ENSG00000133195	solute carrier family 39 member 11 [Source:HGNC Symbol;Acc:HGNC:14463]	17	72645949	73092712	-1	protein_coding	45.91	ensembl_havana	SLC39A11	HGNC:14463
ENSG00000258663.1	ENSG00000258663	-6.398964074	-3.649538913	1.76141731	30.9011447	1.2E-11	2.49E-09	6.8E-07	273	ENSG00000258663	novel transcript, antisense to MEG3	14	100834432	100861026	-1	antisense	52.2	havana		
ENSG00000253435.1	ENSG00000253435	0.659080368	4.104815439	0.102501623	30.82918387	1.26E-11	2.6E-09	7.14E-07	274	ENSG00000253435	immunoglobulin kappa variable 2-4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5788]	2	88931666	88932380	-1	IG_V_pseudogene	44.06	havana	IGKV2-4	HGNC:5788
ENSG00000147488.11	ENSG00000147488	-3.260509595	-5.261653929	4.18705545	30.80894589	1.28E-11	2.63E-09	7.23E-07	275	ENSG00000147488	ST18, C2H2C-type zinc finger [Source:HGNC Symbol;Acc:HGNC:18695]	8	52110839	52460959	-1	protein_coding	39.41	ensembl_havana	ST18	HGNC:18695
ENSG00000036828.14	ENSG00000036828	0.935663632	4.040555387	-2.637044555	30.76708225	1.31E-11	2.69E-09	7.44E-07	276.5	ENSG00000036828	calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514]	3	122183683	122291629	1	protein_coding	41.14	ensembl_havana	CASR	HGNC:1514
ENSG00000231274.5	ENSG00000231274	-4.521690313	-3.114544393	-1.507524987	30.76724523	1.31E-11	2.69E-09	7.44E-07	276.5	ENSG00000231274	SH3 domain binding kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:44121]	19	55540656	55545543	-1	protein_coding	56.85	ensembl_havana	SBK3	HGNC:44121
ENSG00000138083.4	ENSG00000138083	-3.272326765	-5.443379382	1.960556452	30.72579519	1.35E-11	2.75E-09	7.65E-07	278	ENSG00000138083	SIX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:10889]	2	44941702	44946071	1	protein_coding	57.28	ensembl_havana	SIX3	HGNC:10889
ENSG00000200783.1	ENSG00000200783	-1.429303783	-1.809784399	-0.335742792	30.69379608	1.38E-11	2.8E-09	7.82E-07	279	ENSG00000200783	RNA, 7SK small nuclear pseudogene 180 [Source:HGNC Symbol;Acc:HGNC:45904]	17	72663823	72664152	-1	misc_RNA	51.52	ensembl	RN7SKP180	HGNC:45904
ENSG00000201557.1	ENSG00000201557	-6.461416217	-4.041845644	-7.665170395	30.6670229	1.4E-11	2.84E-09	7.96E-07	280	ENSG00000201557	small nucleolar RNA, C/D box 114-15 [Source:HGNC Symbol;Acc:HGNC:33003]	14	100972670	100972741	1	snoRNA	45.83	ensembl	SNORD114-15	HGNC:33003
ENSG00000261618.1	ENSG00000261618	2.251964232	4.294011493	-1.422146056	30.53057765	1.54E-11	3.1E-09	8.72E-07	281	ENSG00000261618	long intergenic non-protein coding RNA 2605 [Source:HGNC Symbol;Acc:HGNC:53974]	8	78835307	78840525	1	lincRNA	37.02	havana	LINC02605	HGNC:53974
ENSG00000200480.1	ENSG00000200480	-5.319417794	-5.881589101	-8.869716485	30.47409428	1.6E-11	3.21E-09	9.06E-07	282	ENSG00000200480	small nucleolar RNA, C/D box 114-28 [Source:HGNC Symbol;Acc:HGNC:33016]	14	100989130	100989201	1	snoRNA	47.22	ensembl	SNORD114-28	HGNC:33016
ENSG00000223392.1	ENSG00000223392	-4.91405107	-3.978395498	-1.040536534	30.35368292	1.73E-11	3.46E-09	9.83E-07	283.5	ENSG00000223392	CLDN10 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39907]	13	95479444	95533910	-1	antisense	41.26	havana	CLDN10-AS1	HGNC:39907
ENSG00000155495.8	ENSG00000155495	0.699946571	4.694673485	-4.382602757	30.35890697	1.73E-11	3.46E-09	9.8E-07	283.5	ENSG00000155495	MAGE family member C1 [Source:HGNC Symbol;Acc:HGNC:6812]	X	141903894	141909374	1	protein_coding	51.98	ensembl_havana	MAGEC1	HGNC:6812
ENSG00000162598.13	ENSG00000162598	0.857324428	5.244067441	-3.97394093	30.31832726	1.77E-11	3.53E-09	1.01E-06	285	ENSG00000162598	chromosome 1 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:28547]	1	59987269	60073770	-1	protein_coding	38.38	ensembl_havana	C1orf87	HGNC:28547
ENSG00000108511.9	ENSG00000108511	6.558559456	4.385159764	3.143908069	30.28946649	1.81E-11	3.59E-09	1.03E-06	286	ENSG00000108511	homeobox B6 [Source:HGNC Symbol;Acc:HGNC:5117]	17	48595751	48604992	-1	protein_coding	54.06	ensembl_havana	HOXB6	HGNC:5117
ENSG00000224596.7	ENSG00000224596	1.729359262	1.955173895	-0.283181725	30.24873776	1.86E-11	3.68E-09	1.06E-06	287	ENSG00000224596	ZMIZ1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27433]	10	78943328	79067895	-1	antisense	51.66	havana	ZMIZ1-AS1	HGNC:27433
ENSG00000207762.1	ENSG00000207762	-6.800656484	-2.977678247	-7.714321813	30.22027954	1.9E-11	3.74E-09	1.08E-06	288	ENSG00000207762	microRNA 329-2 [Source:HGNC Symbol;Acc:HGNC:32051]	14	101027100	101027183	1	miRNA	41.67	mirbase	MIR329-2	HGNC:32051
ENSG00000275552.1	ENSG00000275552	-1.744083493	-1.308467285	-0.386924822	30.17340008	1.96E-11	3.84E-09	1.11E-06	289	ENSG00000275552	novel transcript, antisense ABHD4	14	22595808	22598946	-1	antisense	49.89	havana		
ENSG00000122574.10	ENSG00000122574	-2.981084183	-1.29712199	0.313168028	30.0360369	2.15E-11	4.2E-09	1.22E-06	290	ENSG00000122574	WAS/WASL interacting protein family member 3 [Source:HGNC Symbol;Acc:HGNC:22004]	7	29806486	29917066	1	protein_coding	42.58	ensembl_havana	WIPF3	HGNC:22004
ENSG00000135736.5	ENSG00000135736	1.773469597	2.257023652	2.278806147	29.95462345	2.27E-11	4.42E-09	1.29E-06	291	ENSG00000135736	coiled-coil domain containing 102A [Source:HGNC Symbol;Acc:HGNC:28097]	16	57512181	57536571	-1	protein_coding	56.03	ensembl_havana	CCDC102A	HGNC:28097
ENSG00000273906.1	ENSG00000273906	-3.526967504	-3.616012925	-3.717270264	29.85786224	2.42E-11	4.71E-09	1.38E-06	292	ENSG00000273906	novel transcript, sense intronic to TBL1Y	Y	6918682	6920791	1	sense_intronic	41.47	havana		
ENSG00000275134.1	ENSG00000275134	-6.808567342	-3.588907253	-4.277555197	29.846389	2.44E-11	4.73E-09	1.39E-06	293	ENSG00000275134		14	100898958	100899079	1	misc_RNA	58.2	ensembl		
ENSG00000180530.10	ENSG00000180530	0.845320929	2.461040419	7.085997197	29.79483288	2.53E-11	4.88E-09	1.44E-06	294	ENSG00000180530	nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001]	21	14961235	15065936	-1	protein_coding	36.59	ensembl_havana	NRIP1	HGNC:8001
ENSG00000167419.10	ENSG00000167419	-2.42998093	-2.986269591	5.363689875	29.75402718	2.6E-11	5E-09	1.48E-06	295	ENSG00000167419	lactoperoxidase [Source:HGNC Symbol;Acc:HGNC:6678]	17	58218548	58268518	1	protein_coding	44.84	ensembl_havana	LPO	HGNC:6678
ENSG00000089558.8	ENSG00000089558	1.333299755	2.589302551	0.505326314	29.74188509	2.62E-11	5.03E-09	1.49E-06	296	ENSG00000089558	potassium voltage-gated channel subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:6253]	17	42156891	42181142	-1	protein_coding	54.88	ensembl_havana	KCNH4	HGNC:6253
ENSG00000130675.14	ENSG00000130675	4.684142094	0.028716242	-0.000432071	29.72042764	2.66E-11	5.08E-09	1.51E-06	297	ENSG00000130675	motor neuron and pancreas homeobox 1 [Source:HGNC Symbol;Acc:HGNC:4979]	7	156994051	157010663	-1	protein_coding	55.78	ensembl_havana	MNX1	HGNC:4979
ENSG00000102760.12	ENSG00000102760	-1.597303516	-1.349455186	4.545818612	29.68022822	2.73E-11	5.21E-09	1.55E-06	298	ENSG00000102760	regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]	13	41457550	41470871	1	protein_coding	45.68	ensembl_havana	RGCC	HGNC:20369
ENSG00000279458.2	ENSG00000279458	-4.730372229	-4.749745524	-0.865391944	29.65717052	2.78E-11	5.27E-09	1.58E-06	299	ENSG00000279458	novel transcript	10	46370759	46382626	1	processed_transcript	52.32	havana		
ENSG00000163701.18	ENSG00000163701	-3.480810052	-2.734047814	4.644009251	29.53687826	3.01E-11	5.7E-09	1.71E-06	300	ENSG00000163701	interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]	3	9902612	9916402	1	protein_coding	51.85	ensembl_havana	IL17RE	HGNC:18439
ENSG00000110881.11	ENSG00000110881	-2.688858619	-3.033071712	1.712025194	29.46683303	3.16E-11	5.96E-09	1.79E-06	301	ENSG00000110881	acid sensing ion channel subunit 1 [Source:HGNC Symbol;Acc:HGNC:100]	12	50057548	50083611	1	protein_coding	54.15	ensembl_havana	ASIC1	HGNC:100
ENSG00000114279.13	ENSG00000114279	-0.56159127	2.268120032	-2.516481702	29.33112263	3.47E-11	6.52E-09	1.97E-06	302	ENSG00000114279	fibroblast growth factor 12 [Source:HGNC Symbol;Acc:HGNC:3668]	3	192139395	192767764	-1	protein_coding	37.5	ensembl_havana	FGF12	HGNC:3668
ENSG00000177133.10	ENSG00000177133	6.961068681	6.459056729	2.600944537	29.20455365	3.78E-11	7.08E-09	2.15E-06	303	ENSG00000177133	long intergenic non-protein coding RNA 982 [Source:HGNC Symbol;Acc:HGNC:48664]	1	3059615	3068437	-1	antisense	61.79	ensembl_havana	LINC00982	HGNC:48664
ENSG00000173578.7	ENSG00000173578	0.909512829	2.903644576	-1.127645556	29.18504734	3.83E-11	7.15E-09	2.17E-06	304	ENSG00000173578	X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1625]	3	46017024	46027742	-1	protein_coding	44.75	ensembl_havana	XCR1	HGNC:1625
ENSG00000237378.2	ENSG00000237378	3.649955773	8.67480346	-4.967804583	29.14148013	3.95E-11	7.34E-09	2.24E-06	305	ENSG00000237378	keratin-associated protein 21-1-like [Source:NCBI gene;Acc:112267897]	13	63746741	63751080	1	protein_coding	39.1	ensembl_havana		
ENSG00000157087.16	ENSG00000157087	-1.891318418	-1.690939893	-0.679036607	29.11190569	4.03E-11	7.47E-09	2.29E-06	306	ENSG00000157087	ATPase plasma membrane Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:815]	3	10324023	10708007	-1	protein_coding	49.6	ensembl_havana	ATP2B2	HGNC:815
ENSG00000199942.1	ENSG00000199942	-7.627622229	-2.340592886	-8.854185026	37.45526182	4.06E-11	7.51E-09	2.3E-06	307	ENSG00000199942	small nucleolar RNA, C/D box 114-19 [Source:HGNC Symbol;Acc:HGNC:33007]	14	100976477	100976551	1	snoRNA	40	ensembl	SNORD114-19	HGNC:33007
ENSG00000267640.6	ENSG00000267640	-0.638604264	2.422006901	0.785834664	29.05795803	4.18E-11	7.7E-09	2.37E-06	308	ENSG00000267640	novel zinc finger protein pseudogene	19	37817359	37832160	1	transcribed_unprocessed_pseudogene	43.03	havana		
ENSG00000143340.6	ENSG00000143340	6.8760812	0.327653943	0.477344288	28.90623972	4.64E-11	8.46E-09	2.63E-06	311	ENSG00000143340	family with sequence similarity 163 member A [Source:HGNC Symbol;Acc:HGNC:28274]	1	179743163	179816198	1	protein_coding	47.32	ensembl_havana	FAM163A	HGNC:28274
ENSG00000274417.1	ENSG00000274417	-1.462032509	-1.67186101	-1.316607636	28.89699024	4.67E-11	8.46E-09	2.65E-06	311	ENSG00000274417	microRNA 6515 [Source:HGNC Symbol;Acc:HGNC:50227]	19	12940484	12940540	1	miRNA	54.39	mirbase	MIR6515	HGNC:50227
ENSG00000106278.11	ENSG00000106278	0.078359737	3.079653025	-3.576477525	28.89988573	4.66E-11	8.46E-09	2.64E-06	311	ENSG00000106278	protein tyrosine phosphatase, receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]	7	121873089	122062036	1	protein_coding	35.6	ensembl_havana	PTPRZ1	HGNC:9685
ENSG00000157765.11	ENSG00000157765	0.990475012	2.591190781	-1.98571444	28.91017121	4.63E-11	8.46E-09	2.62E-06	311	ENSG00000157765	solute carrier family 34 member 2 [Source:HGNC Symbol;Acc:HGNC:11020]	4	25648011	25678748	1	protein_coding	47.92	ensembl_havana	SLC34A2	HGNC:11020
ENSG00000201672.1	ENSG00000201672	-6.716350467	-3.150997798	-6.098314855	28.90412573	4.65E-11	8.46E-09	2.64E-06	311	ENSG00000201672	small nucleolar RNA, C/D box 113-4 [Source:HGNC Symbol;Acc:HGNC:32983]	14	100936491	100936565	1	snoRNA	40	ensembl	SNORD113-4	HGNC:32983
ENSG00000249351.2	ENSG00000249351	1.125430508	6.802704546	-6.781577372	28.86789595	4.76E-11	8.6E-09	2.7E-06	314	ENSG00000249351	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 (AGAP1) pseudogene	4	65216616	65217433	1	processed_pseudogene	47.68	havana		
ENSG00000201569.1	ENSG00000201569	-6.342204727	-4.371974292	-7.499294542	28.86154345	4.78E-11	8.61E-09	2.71E-06	315	ENSG00000201569	small nucleolar RNA, C/D box 114-17 [Source:HGNC Symbol;Acc:HGNC:33005]	14	100974806	100974880	1	snoRNA	42.67	ensembl	SNORD114-17	HGNC:33005
ENSG00000077984.5	ENSG00000077984	-2.541111092	-2.03539486	6.853370392	28.85230661	4.81E-11	8.64E-09	2.73E-06	316	ENSG00000077984	cystatin F [Source:HGNC Symbol;Acc:HGNC:2479]	20	24949269	24959928	1	protein_coding	56.39	ensembl_havana	CST7	HGNC:2479
ENSG00000254656.1	ENSG00000254656	-4.057240859	-3.58942718	-0.930008318	28.83422371	4.87E-11	8.72E-09	2.76E-06	317	ENSG00000254656	retrotransposon Gag like 1 [Source:HGNC Symbol;Acc:HGNC:14665]	14	100879753	100903722	-1	protein_coding	51.4	ensembl_havana	RTL1	HGNC:14665
ENSG00000079156.16	ENSG00000079156	1.378280448	4.103879874	1.344355214	28.81878804	4.93E-11	8.77E-09	2.79E-06	318.5	ENSG00000079156	oxysterol binding protein like 6 [Source:HGNC Symbol;Acc:HGNC:16388]	2	178194481	178402893	1	protein_coding	39.34	ensembl_havana	OSBPL6	HGNC:16388
ENSG00000169946.13	ENSG00000169946	1.490399803	4.394676774	0.622519126	28.81652777	4.93E-11	8.77E-09	2.8E-06	318.5	ENSG00000169946	zinc finger protein, FOG family member 2 [Source:HGNC Symbol;Acc:HGNC:16700]	8	104590733	105804539	1	protein_coding	37.04	ensembl_havana	ZFPM2	HGNC:16700
ENSG00000145808.8	ENSG00000145808	0.02900938	2.448633836	-4.036453045	28.78738453	5.03E-11	8.92E-09	2.86E-06	320	ENSG00000145808	ADAM metallopeptidase with thrombospondin type 1 motif 19 [Source:HGNC Symbol;Acc:HGNC:17111]	5	129460281	129738683	1	protein_coding	34.94	ensembl_havana	ADAMTS19	HGNC:17111
ENSG00000101134.11	ENSG00000101134	-0.192422406	3.360695522	-3.31157162	28.73823548	5.21E-11	9.2E-09	2.95E-06	321	ENSG00000101134	docking protein 5 [Source:HGNC Symbol;Acc:HGNC:16173]	20	54475597	54651171	1	protein_coding	39.92	ensembl_havana	DOK5	HGNC:16173
ENSG00000225156.2	ENSG00000225156	-4.169747178	-5.146090691	-1.503731852	28.72807814	5.24E-11	9.24E-09	2.97E-06	322	ENSG00000225156	novel transcript	2	44954664	44968762	1	lincRNA	50.97	havana		
ENSG00000255201.1	ENSG00000255201	-2.761092141	-2.394056833	0.364392878	28.71569407	5.29E-11	9.29E-09	3E-06	323	ENSG00000255201	novel transcript	8	38421889	38426096	1	antisense	50.78	havana		
ENSG00000049540.16	ENSG00000049540	-0.496991391	2.543341948	2.424340438	28.64867498	5.54E-11	9.69E-09	3.14E-06	324	ENSG00000049540	elastin [Source:HGNC Symbol;Acc:HGNC:3327]	7	74027789	74069907	1	protein_coding	54.95	ensembl_havana	ELN	HGNC:3327
ENSG00000160862.12	ENSG00000160862	-4.077287359	-4.856975568	-2.130165963	28.63498697	5.59E-11	9.75E-09	3.17E-06	325	ENSG00000160862	alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]	7	99966720	99976042	-1	protein_coding	48.33	ensembl_havana	AZGP1	HGNC:910
ENSG00000199092.4	ENSG00000199092	-9.968814448	-9.968814448	-7.106938072	61.08613669	5.88E-11	1.02E-08	3.34E-06	326	ENSG00000199092	microRNA 410 [Source:HGNC Symbol;Acc:HGNC:32065]	14	101065912	101065991	1	miRNA	41.25	mirbase	MIR410	HGNC:32065
ENSG00000137288.9	ENSG00000137288	0.528447427	0.970333422	4.305493499	28.43417812	6.42E-11	1.11E-08	3.64E-06	327	ENSG00000137288	ubiquinol-cytochrome c reductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:21237]	6	33694293	33711727	-1	protein_coding	49.22	ensembl_havana	UQCC2	HGNC:21237
ENSG00000230266.1	ENSG00000230266	1.222960536	2.864699135	0.221852376	28.42757374	6.45E-11	1.11E-08	3.66E-06	328	ENSG00000230266	XXYLT1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:41154]	3	195147871	195152790	1	antisense	45.41	havana	XXYLT1-AS2	HGNC:41154
ENSG00000105974.11	ENSG00000105974	-3.128832183	-2.957803609	2.892982192	28.39419634	6.6E-11	1.14E-08	3.74E-06	329	ENSG00000105974	caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]	7	116525001	116561184	1	protein_coding	41.69	ensembl_havana	CAV1	HGNC:1527
ENSG00000110786.17	ENSG00000110786	0.929588672	3.129027534	-2.387272402	28.32688496	6.91E-11	1.18E-08	3.92E-06	331	ENSG00000110786	protein tyrosine phosphatase, non-receptor type 5 [Source:HGNC Symbol;Acc:HGNC:9657]	11	18727928	18792721	-1	protein_coding	50.02	ensembl_havana	PTPN5	HGNC:9657
ENSG00000182968.4	ENSG00000182968	-1.76390854	-1.792107613	-2.375895605	28.33812625	6.86E-11	1.18E-08	3.89E-06	330	ENSG00000182968	SRY-box 1 [Source:HGNC Symbol;Acc:HGNC:11189]	13	112067647	112070488	1	protein_coding	59.36	ensembl_havana	SOX1	HGNC:11189
ENSG00000234928.1	ENSG00000234928	-3.100485946	-3.51725298	0.239027495	28.28668565	7.1E-11	1.21E-08	4.03E-06	332	ENSG00000234928	long intergenic non-protein coding RNA 1659 [Source:HGNC Symbol;Acc:HGNC:52447]	22	23433564	23435071	1	lincRNA	60.01	havana	LINC01659	HGNC:52447
ENSG00000181218.5	ENSG00000181218	2.079137456	4.022399553	-0.054102071	28.26864488	7.19E-11	1.23E-08	4.08E-06	333	ENSG00000181218	histone cluster 3 H2A [Source:HGNC Symbol;Acc:HGNC:20507]	1	228456979	228457873	-1	protein_coding	57.65	ensembl_havana	HIST3H2A	HGNC:20507
ENSG00000092067.5	ENSG00000092067	-2.338530304	-2.169070738	2.704508052	28.23286271	7.37E-11	1.25E-08	4.18E-06	335	ENSG00000092067	CCAAT enhancer binding protein epsilon [Source:HGNC Symbol;Acc:HGNC:1836]	14	23117304	23119616	-1	protein_coding	61	ensembl_havana	CEBPE	HGNC:1836
ENSG00000244395.6	ENSG00000244395	0	11.49846161	-5.388866929	51.24215681	7.33E-11	1.25E-08	4.16E-06	334	ENSG00000244395	RNA binding motif protein, Y-linked, family 1, member D [Source:HGNC Symbol;Acc:HGNC:23915]	Y	21880076	21894526	-1	protein_coding	37	ensembl_havana	RBMY1D	HGNC:23915
ENSG00000155660.10	ENSG00000155660	-0.59683814	-1.081195856	6.564241625	28.17865029	7.65E-11	1.29E-08	4.34E-06	336	ENSG00000155660	protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]	7	149003062	149028662	-1	protein_coding	50.88	ensembl_havana	PDIA4	HGNC:30167
ENSG00000280913.2	ENSG00000280913	-2.913878664	-3.98489088	1.33598955	28.14232866	7.85E-11	1.32E-08	4.45E-06	337	ENSG00000280913	cathepsin L pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:2541]	10	46753605	46759740	1	transcribed_unprocessed_pseudogene	48.97	havana	CTSLP3	HGNC:2541
ENSG00000252161.1	ENSG00000252161	-6.512352521	-4.550369193	-7.353423009	28.12214432	7.96E-11	1.34E-08	4.52E-06	338	ENSG00000252161	RNA, 5S ribosomal pseudogene 318 [Source:HGNC Symbol;Acc:HGNC:43218]	10	53458197	53458288	1	rRNA_pseudogene	50	ensembl	RNA5SP318	HGNC:43218
ENSG00000153930.11	ENSG00000153930	2.634563281	5.120653255	-1.055469349	28.09221095	8.13E-11	1.36E-08	4.61E-06	339	ENSG00000153930	ankyrin repeat and fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26766]	17	55882301	56511659	1	protein_coding	39.76	ensembl_havana	ANKFN1	HGNC:26766
ENSG00000265179.6	ENSG00000265179	0.20612976	3.520368029	-1.675068875	28.00583931	8.63E-11	1.44E-08	4.89E-06	340	ENSG00000265179	novel transcript, antisense to ADCYAP1	18	902766	906667	-1	processed_transcript	51.46	havana		
ENSG00000207587.1	ENSG00000207587	-6.275506578	-4.339756949	-7.181794909	27.99370178	8.7E-11	1.45E-08	4.94E-06	341	ENSG00000207587	microRNA 544a [Source:HGNC Symbol;Acc:HGNC:32530]	14	101048658	101048748	1	miRNA	36.26	mirbase	MIR544A	HGNC:32530
ENSG00000248118.1	ENSG00000248118	-3.445624943	-4.487708073	-3.740295776	27.96621537	8.87E-11	1.47E-08	5.03E-06	342	ENSG00000248118	long intergenic non-protein coding RNA 1019 [Source:HGNC Symbol;Acc:HGNC:27742]	5	3417152	3536094	-1	lincRNA	42.15	havana	LINC01019	HGNC:27742
ENSG00000205922.4	ENSG00000205922	2.381936852	-0.177102483	0.350212417	27.94859827	8.97E-11	1.48E-08	5.09E-06	343	ENSG00000205922	one cut homeobox 3 [Source:NCBI gene;Acc:390874]	19	1752373	1780988	1	protein_coding	59.13	ensembl_havana		
ENSG00000072182.12	ENSG00000072182	0.984090571	2.823580618	-1.303733935	27.85121123	9.6E-11	1.58E-08	5.45E-06	344	ENSG00000072182	acid sensing ion channel subunit family member 4 [Source:HGNC Symbol;Acc:HGNC:21263]	2	219514170	219538772	1	protein_coding	56.96	ensembl_havana	ASIC4	HGNC:21263
ENSG00000170549.3	ENSG00000170549	-2.246914672	-3.644259965	1.863176557	27.82260672	9.79E-11	1.6E-08	5.56E-06	346	ENSG00000170549	iroquois homeobox 1 [Source:HGNC Symbol;Acc:HGNC:14358]	5	3595832	3601403	1	protein_coding	59.15	ensembl_havana	IRX1	HGNC:14358
ENSG00000204791.8	ENSG00000204791	2.416198523	2.696437546	-0.507496861	27.82961015	9.75E-11	1.6E-08	5.53E-06	346	ENSG00000204791	sphingomyelin phosphodiesterase 5 [Source:HGNC Symbol;Acc:HGNC:52275]	8	144049079	144051522	1	transcribed_unitary_pseudogene	70.38	havana	SMPD5	HGNC:52275
ENSG00000064201.15	ENSG00000064201	1.630943294	2.000412605	6.423918362	27.82179743	9.8E-11	1.6E-08	5.56E-06	346	ENSG00000064201	tetraspanin 32 [Source:HGNC Symbol;Acc:HGNC:13410]	11	2301997	2318200	1	protein_coding	63.03	ensembl_havana	TSPAN32	HGNC:13410
ENSG00000100034.13	ENSG00000100034	0.293842613	1.25026303	7.215166376	27.80848724	9.89E-11	1.61E-08	5.61E-06	348	ENSG00000100034	protein phosphatase, Mg2+/Mn2+ dependent 1F [Source:HGNC Symbol;Acc:HGNC:19388]	22	21919425	21952848	-1	protein_coding	55.32	ensembl_havana	PPM1F	HGNC:19388
ENSG00000200612.1	ENSG00000200612	-6.226415039	-4.061877954	-7.872919944	27.73201573	1.04E-10	1.7E-08	5.92E-06	349	ENSG00000200612	small nucleolar RNA, C/D box 114-25 [Source:HGNC Symbol;Acc:HGNC:33013]	14	100986057	100986128	1	snoRNA	47.22	ensembl	SNORD114-25	HGNC:33013
ENSG00000103647.12	ENSG00000103647	-2.376950078	-2.10110616	1.425097358	27.7175422	1.05E-10	1.71E-08	5.98E-06	350	ENSG00000103647	coronin 2B [Source:HGNC Symbol;Acc:HGNC:2256]	15	68578969	68727806	1	protein_coding	49.34	ensembl_havana	CORO2B	HGNC:2256
ENSG00000207754.3	ENSG00000207754	-5.553162957	-5.458163518	-8.103950738	27.68666152	1.08E-10	1.74E-08	6.11E-06	351	ENSG00000207754	microRNA 487b [Source:HGNC Symbol;Acc:HGNC:32533]	14	101046455	101046538	1	miRNA	44.05	mirbase	MIR487B	HGNC:32533
ENSG00000135324.5	ENSG00000135324	-0.088990731	3.94827052	-2.33929154	27.65531752	1.1E-10	1.77E-08	6.24E-06	352	ENSG00000135324	melanocortin 2 receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:21232]	6	84033772	84090881	1	protein_coding	42.29	ensembl_havana	MRAP2	HGNC:21232
ENSG00000272620.1	ENSG00000272620	-3.213480406	-2.154332992	1.025401231	27.64543091	1.11E-10	1.78E-08	6.28E-06	353	ENSG00000272620	AFAP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28141]	4	7754090	7778928	1	antisense	52.91	havana	AFAP1-AS1	HGNC:28141
